path,source,clip_id,label,cache
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\c38.mp4,V1_raw,c38,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_c38.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\c39.mp4,V1_raw,c39,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_c39.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g12.mp4,V1_raw,g12,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g12.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g13.mp4,V1_raw,g13,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g13.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g14.mp4,V1_raw,g14,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g14.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g15.mp4,V1_raw,g15,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g15.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g16.mp4,V1_raw,g16,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g17.mp4,V1_raw,g17,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g17.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g18.mp4,V1_raw,g18,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g18.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g19.mp4,V1_raw,g19,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g19.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g20.mp4,V1_raw,g20,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g20.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g21.mp4,V1_raw,g21,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g21.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g22.mp4,V1_raw,g22,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g22.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g23.mp4,V1_raw,g23,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g23.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g24.mp4,V1_raw,g24,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g24.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g25.mp4,V1_raw,g25,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g25.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g26.mp4,V1_raw,g26,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g26.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g27.mp4,V1_raw,g27,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g27.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g28.mp4,V1_raw,g28,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g28.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\g29.mp4,V1_raw,g29,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_g29.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m16.mp4,V1_raw,m16,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m17.mp4,V1_raw,m17,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m17.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m18.mp4,V1_raw,m18,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m18.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m19.mp4,V1_raw,m19,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m19.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m20.mp4,V1_raw,m20,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m20.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m21.mp4,V1_raw,m21,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m21.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m22.mp4,V1_raw,m22,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m22.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m23.mp4,V1_raw,m23,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m23.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m24.mp4,V1_raw,m24,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m24.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m25.mp4,V1_raw,m25,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m25.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m26.mp4,V1_raw,m26,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m26.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m27.mp4,V1_raw,m27,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m27.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m28.mp4,V1_raw,m28,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m28.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m29.mp4,V1_raw,m29,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m29.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\m30.mp4,V1_raw,m30,mobile,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_m30.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n11.mp4,V1_raw,n11,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n11.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n12.mp4,V1_raw,n12,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n12.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n13.mp4,V1_raw,n13,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n13.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n14.mp4,V1_raw,n14,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n14.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n15.mp4,V1_raw,n15,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n15.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n16.mp4,V1_raw,n16,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n17.mp4,V1_raw,n17,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n17.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n18.mp4,V1_raw,n18,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n18.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n19.mp4,V1_raw,n19,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n19.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n20.mp4,V1_raw,n20,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n20.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n21.mp4,V1_raw,n21,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n21.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n22.mp4,V1_raw,n22,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n22.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n23.mp4,V1_raw,n23,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n23.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n24.mp4,V1_raw,n24,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n24.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n25.mp4,V1_raw,n25,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n25.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n26.mp4,V1_raw,n26,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n26.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n27.mp4,V1_raw,n27,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n27.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n28.mp4,V1_raw,n28,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n28.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n29.mp4,V1_raw,n29,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n29.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\n30.mp4,V1_raw,n30,notes,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_n30.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor10.mp4,V1_raw,nor10,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor10.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor11.mp4,V1_raw,nor11,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor11.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor12.mp4,V1_raw,nor12,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor12.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor13.mp4,V1_raw,nor13,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor13.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor14.mp4,V1_raw,nor14,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor14.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor15.mp4,V1_raw,nor15,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor15.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\V1\V1\nor16.mp4,V1_raw,nor16,normal,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\V1_raw_nor16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c1.mp4,sample_224,c1,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c1.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c10.mp4,sample_224,c10,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c10.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c11.mp4,sample_224,c11,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c11.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c12.mp4,sample_224,c12,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c12.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c13.mp4,sample_224,c13,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c13.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c14.mp4,sample_224,c14,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c14.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c15.mp4,sample_224,c15,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c15.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c16.mp4,sample_224,c16,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c17.mp4,sample_224,c17,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c17.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c18.mp4,sample_224,c18,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c18.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c19.mp4,sample_224,c19,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c19.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c2.mp4,sample_224,c2,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c2.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c20.mp4,sample_224,c20,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c20.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c21.mp4,sample_224,c21,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c21.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c22.mp4,sample_224,c22,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c22.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c23.mp4,sample_224,c23,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c23.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c24.mp4,sample_224,c24,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c24.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c25.mp4,sample_224,c25,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c25.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c26.mp4,sample_224,c26,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c26.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c27.mp4,sample_224,c27,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c27.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c28.mp4,sample_224,c28,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c28.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c3.mp4,sample_224,c3,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c3.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c4.mp4,sample_224,c4,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c4.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c5.mp4,sample_224,c5,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c5.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c6.mp4,sample_224,c6,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c6.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c7.mp4,sample_224,c7,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c7.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c8.mp4,sample_224,c8,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c8.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\c9.mp4,sample_224,c9,copying,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_c9.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g12.mp4,sample_224,g12,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g12.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g13.mp4,sample_224,g13,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g13.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g14.mp4,sample_224,g14,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g14.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g15.mp4,sample_224,g15,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g15.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g16.mp4,sample_224,g16,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g16.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g17.mp4,sample_224,g17,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g17.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g18.mp4,sample_224,g18,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g18.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g19.mp4,sample_224,g19,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g19.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g20.mp4,sample_224,g20,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g20.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g21.mp4,sample_224,g21,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g21.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g22.mp4,sample_224,g22,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g22.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g23.mp4,sample_224,g23,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g23.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g24.mp4,sample_224,g24,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g24.npy
C:\Users\munkh\OneDrive\Documents\Cheating detection project\archive\sample_of_our_preprocessed_data_224x224_cropped_clips\224x224_cropped_videos\g25.mp4,sample_224,g25,gesture,C:\Users\munkh\OneDrive\Documents\Cheating detection project\data_cache\sample_224_g25.npy
